id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_remod/add,roof_style,mas_vnr_type,mas_vnr_area,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,mo_sold,yr_sold,sale_type,saleprice,house_age,house_area,location,total_bath
1753,60,RL,63.0,7875,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,5,2003,Gable,BrkFace,16.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,4,1,4,8,8,4,BuiltIn,2003,3,434.0,3,3,0,48,0,0,0,7,2007,WD ,12.259613412458204,4010,2795.0,3,2.5
734,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,4,6,1950,Gable,None,0.0,3,BrkTil,3,3,1,4,1,GasA,3,Y,5,0,3,1,3,6,8,0,Detchd,1936,1,240.0,3,3,0,0,0,0,0,7,2009,WD ,11.759785542901755,3945,1996.0,2,1.0
1209,20,RL,100.0,10175,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,5,1964,Gable,BrkFace,272.0,3,CBlock,3,3,1,4,1,GasA,4,Y,5,0,3,1,3,7,8,4,Attchd,1964,2,576.0,3,3,0,0,0,407,0,7,2008,WD ,12.103486056755072,3972,2850.0,3,2.0
1994,190,RM,85.0,13600,Pave,4,Lvl,4,Inside,3,Norm,Norm,2fmCon,2Story,5,5,1950,Gable,None,0.0,3,BrkTil,3,3,1,1,1,GasA,3,N,5,0,5,2,3,10,6,0,Detchd,1945,1,560.0,3,3,0,57,0,0,0,9,2007,WD ,11.407564949312402,3907,2999.0,1,2.0
1901,45,RL,85.0,12172,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Unf,5,7,1996,Gable,None,0.0,3,PConc,3,3,1,2,3,GasA,3,Y,5,0,2,1,3,4,8,0,Attchd,1975,1,512.0,3,3,284,24,0,0,192,10,2007,WD ,11.83862560460953,3947,1730.0,3,1.0
2413,60,RL,65.0,10237,Pave,4,Lvl,4,Inside,3,RRAn,Norm,1Fam,2Story,7,5,2006,Gable,None,0.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,4,8,8,0,Attchd,2006,3,440.0,3,3,0,32,0,0,0,9,2006,New,12.043465476845318,4012,2230.0,3,2.5
2630,20,RL,70.0,7000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,4,1961,Hip,None,0.0,3,CBlock,3,3,1,6,1,GasA,3,Y,5,0,3,1,3,6,8,0,Attchd,1961,2,288.0,3,3,0,0,0,0,162,7,2006,WD ,11.891361900690473,3967,2300.0,3,1.0
1428,60,RL,59.0,11228,Pave,2,Lvl,4,CulDSac,3,Norm,Norm,1Fam,2Story,7,5,1993,Gable,None,0.0,3,PConc,4,3,1,4,6,GasA,5,Y,5,0,3,1,4,9,8,3,Attchd,1993,1,678.0,3,3,196,187,0,0,0,12,2008,WD ,12.337100907936577,4001,3177.0,2,3.0
1271,20,RL,80.0,8000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,6,1959,Gable,None,0.0,3,PConc,3,3,1,4,3,GasA,4,Y,4,0,3,1,4,6,8,0,Attchd,1959,2,311.0,3,3,0,240,0,0,0,5,2008,WD ,11.976659481202368,3967,2512.0,3,2.5
2464,60,FV,84.0,10728,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,8,5,2006,Gable,None,0.0,3,PConc,4,3,3,1,1,GasA,4,Y,5,0,3,1,4,8,8,4,Attchd,2006,2,1053.0,3,3,192,51,0,0,0,8,2006,New,12.491251587763836,4012,3034.0,4,2.5
2653,50,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,5,7,1950,Gable,BrkFace,145.0,4,PConc,3,3,1,1,1,GasA,5,Y,5,0,5,1,4,7,8,0,Detchd,1976,1,450.0,3,3,24,0,296,0,0,8,2006,WD ,11.842229212112828,3930,2382.0,1,1.5
1505,190,RL,56.0,6931,Pave,4,Lvl,4,Inside,3,Norm,Norm,2fmCon,1Story,4,5,1955,Hip,None,0.0,3,CBlock,3,3,4,5,1,GasA,3,N,2,0,2,1,3,4,8,0,None,1955,0,0.0,0,3,112,0,0,0,0,5,2008,WD ,11.428456308343778,3963,1568.0,1,2.0
2110,20,RL,73.0,8760,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2006,Gable,BrkFace,132.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,7,8,4,Attchd,2005,2,674.0,3,3,144,38,0,0,0,6,2007,WD ,12.26904274984486,4013,2989.0,4,2.0
2386,20,RL,98.0,16033,Pave,3,Lvl,4,FR2,3,Norm,Norm,1Fam,1Story,9,5,2005,Hip,BrkFace,378.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,3,1,4,8,8,4,Attchd,2004,3,772.0,3,3,519,112,0,0,0,3,2006,WD ,12.694652660348845,4010,3683.0,5,3.0
1086,60,RL,80.0,9024,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,6,5,2004,Gable,None,0.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,4,8,8,4,Attchd,2004,3,393.0,3,3,0,75,0,0,0,7,2008,WD ,12.095141084822892,4012,2304.0,3,2.5
1574,20,RL,74.0,11563,Pave,3,HLS,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2007,Hip,Stone,258.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,3,1,4,8,8,0,Attchd,2007,3,788.0,3,3,0,26,0,0,0,4,2008,WD ,12.591335046320818,4014,3055.0,4,3.0
406,160,RM,21.0,1680,Pave,4,Lvl,4,Inside,3,Norm,Norm,Twnhs,2Story,6,6,1972,Gable,BrkFace,425.0,3,CBlock,3,3,1,3,2,GasA,3,Y,5,0,2,1,3,5,8,0,Detchd,1972,1,288.0,3,3,0,0,0,0,0,7,2009,WD ,11.48246625748552,3981,1470.0,1,2.5
2757,60,RL,73.0,8760,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,5,2006,Gable,None,0.0,3,PConc,4,4,3,6,1,GasA,5,Y,5,0,3,1,4,7,8,0,Attchd,2006,2,868.0,3,3,0,90,0,0,0,8,2006,New,12.38755635142507,4012,3353.0,4,2.5
2559,20,RL,80.0,9600,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,6,1990,Gable,None,0.0,3,CBlock,3,3,3,4,1,GasA,3,Y,5,0,3,1,3,7,7,4,Attchd,1961,1,441.0,3,3,144,0,205,0,0,6,2006,WD ,11.9891596439666,3967,2684.0,3,2.0
1469,120,RM,37.0,4435,Pave,4,Lvl,4,Inside,3,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,BrkFace,170.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,1,1,4,3,8,0,Attchd,2003,3,420.0,3,3,140,0,0,0,0,3,2008,WD ,11.824079893607152,4011,1696.0,4,2.0
407,160,RM,21.0,1680,Pave,4,Lvl,4,Inside,3,Norm,Norm,Twnhs,2Story,6,8,2007,Gable,BrkFace,510.0,3,CBlock,3,3,1,5,1,GasA,4,Y,5,0,2,1,4,5,8,0,Detchd,1972,1,264.0,3,3,250,0,0,0,0,5,2009,WD ,11.678439903447801,3981,1470.0,1,1.5
2300,20,RL,69.0,7599,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,4,6,2006,Gable,None,0.0,3,CBlock,3,3,1,5,1,GasA,3,Y,5,0,2,1,3,4,8,0,Detchd,1987,1,360.0,3,3,0,0,0,0,0,6,2007,WD ,11.771436160121729,3989,1690.0,3,2.0
731,50,RL,55.0,7264,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,7,7,2007,Gable,None,0.0,4,BrkTil,3,3,1,1,1,GasW,4,N,5,0,3,1,5,5,8,0,Detchd,1978,1,672.0,3,3,74,0,0,0,144,10,2009,WD ,12.230765258120545,3934,2500.0,2,2.5
2230,20,RL,64.0,32668,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,1Fam,1Story,6,3,1975,Hip,None,0.0,3,PConc,3,3,1,3,1,GasA,3,Y,5,0,4,2,3,9,4,3,Attchd,1975,2,484.0,3,3,0,0,200,0,0,3,2007,WD ,12.209187788430318,3964,4550.0,4,4.0
1688,20,RL,91.0,11825,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2007,Gable,Stone,302.0,3,PConc,5,3,3,1,1,GasA,5,Y,5,0,3,1,4,7,8,4,Attchd,2006,2,856.0,3,3,0,112,0,0,0,6,2007,New,12.68354828961461,4013,3388.0,5,2.0
880,20,RL,85.0,10200,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2007,Gable,BrkFace,180.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,3,1,4,7,8,4,Attchd,2007,2,810.0,3,3,0,48,0,0,195,1,2009,WD ,12.588610248994634,4016,3180.0,4,3.0
1074,120,RL,63.0,8849,Pave,3,Lvl,4,Inside,3,Norm,Norm,TwnhsE,1Story,9,5,2005,Hip,BrkFace,616.0,3,PConc,5,3,1,6,1,GasA,5,Y,5,0,2,1,5,6,8,5,Attchd,2005,2,564.0,3,3,495,72,0,0,0,7,2008,WD ,12.491251587763836,4013,3368.0,5,2.0
771,60,RL,70.0,11184,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,6,5,1978,Hip,BrkFace,92.0,3,CBlock,3,3,1,2,3,GasA,4,Y,5,0,3,1,3,7,8,3,Attchd,1978,2,440.0,3,3,243,0,0,0,0,7,2009,WD ,12.058152515453552,3987,2601.0,2,2.5
724,50,RM,98.0,8820,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1.5Fin,5,6,1996,Hip,None,0.0,3,BrkTil,3,3,1,2,1,GasA,3,Y,5,120,2,1,3,7,8,0,Detchd,1963,1,456.0,3,3,48,0,244,0,0,9,2009,WD ,11.73526869611367,3899,2957.0,1,1.0
730,30,RL,51.0,6615,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,6,1950,Gable,None,0.0,3,BrkTil,3,3,1,1,1,GasA,3,N,4,0,3,1,4,6,8,4,BuiltIn,1923,1,216.0,2,3,266,61,0,0,0,9,2009,WD ,11.911701584927597,3932,2454.0,2,1.0
273,20,RL,65.0,8773,Pave,4,Lvl,4,FR2,3,Norm,Norm,1Fam,1Story,7,5,2004,Gable,BrkFace,98.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,3,1,4,6,8,0,Attchd,2004,2,494.0,3,3,132,105,0,0,0,5,2010,WD ,12.130810161029627,4014,2828.0,4,2.0
2793,20,RL,70.0,11088,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,8,5,2002,Hip,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,1,1,4,5,8,3,Attchd,2002,1,418.0,3,3,68,166,0,0,0,6,2006,WD ,12.301382825334498,4008,2706.0,4,2.5
1789,20,RL,76.0,9158,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2007,Gable,Stone,140.0,3,PConc,4,3,4,1,1,GasA,5,Y,5,0,3,1,4,7,8,0,Attchd,2007,3,474.0,3,3,168,130,0,0,0,6,2007,New,12.323855681186558,4014,2992.0,4,2.0
1900,20,RL,57.0,8280,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,5,1950,Gable,None,0.0,3,CBlock,3,3,1,1,1,GasA,5,Y,4,0,2,1,4,4,8,4,Attchd,1950,1,306.0,3,3,0,0,214,0,0,11,2007,WD ,11.728036844587175,3957,1864.0,3,1.0
677,90,RL,60.0,8544,Pave,4,Lvl,4,Corner,3,Norm,Norm,Duplex,1Story,3,4,1950,Gable,None,0.0,3,Slab,0,0,0,0,0,Wall,2,N,4,0,2,2,3,6,8,0,Detchd,1987,1,400.0,3,3,0,0,0,0,0,6,2009,WD ,11.439278924801929,3959,1040.0,3,2.0
747,30,RM,50.0,8635,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,5,1950,Hip,None,0.0,2,BrkTil,3,3,1,2,1,GasA,3,Y,5,0,2,1,3,5,8,0,Detchd,1982,1,1184.0,2,2,0,0,105,0,0,8,2009,WD ,11.747997587149712,3934,2144.0,2,2.0
1038,20,RL,72.0,12735,Pave,3,Lvl,4,FR2,3,Norm,Norm,1Fam,1Story,4,5,1972,Hip,None,0.0,3,CBlock,3,3,1,4,1,GasA,3,Y,5,0,3,1,3,5,8,0,Detchd,1980,1,576.0,3,3,216,0,0,0,0,4,2008,COD,11.619535200028487,3980,1728.0,3,1.0
1763,60,RL,88.5,11000,Pave,4,Lvl,4,FR2,3,Norm,Norm,1Fam,2Story,8,5,2000,Gable,BrkFace,72.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,4,1,4,8,8,3,BuiltIn,2000,3,648.0,3,3,0,56,0,0,0,6,2007,WD ,12.421184025147118,4007,3254.0,5,2.5
1283,20,RL,69.0,7590,Pave,4,Lvl,4,Inside,3,PosN,Norm,1Fam,1Story,5,5,1963,Gable,None,0.0,3,CBlock,3,3,1,1,1,GasA,5,Y,5,0,3,1,3,6,8,0,Attchd,1963,1,264.0,3,3,0,0,0,0,0,5,2008,COD,11.826786849205313,3971,2234.0,3,1.0
2803,120,RM,37.0,4435,Pave,4,Lvl,4,Inside,3,Norm,Norm,TwnhsE,1Story,6,5,2003,Gable,BrkFace,170.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,1,1,4,4,8,0,Attchd,2003,3,420.0,3,3,140,0,0,0,0,4,2006,WD ,11.79810440720389,4009,1696.0,4,2.0
1927,20,RL,72.0,10152,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,5,1956,Hip,BrkFace,120.0,3,CBlock,3,3,1,4,1,GasA,3,Y,5,0,3,1,3,6,8,0,Attchd,1956,1,286.0,3,3,0,20,0,0,192,6,2007,WD ,11.813030057420567,3963,2096.0,3,2.0
1036,20,RL,68.0,10295,Pave,4,Lvl,4,FR2,3,Norm,Norm,1Fam,1Story,4,6,1969,Gable,BrkFace,72.0,3,CBlock,4,3,3,3,1,GasA,3,Y,5,0,2,1,3,4,8,0,Attchd,1969,1,288.0,3,3,16,0,0,0,0,9,2008,COD,11.625360894300016,3977,1872.0,3,1.0
1237,20,RL,70.0,7763,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,7,1980,Gable,None,0.0,4,CBlock,3,3,1,3,4,GasA,3,Y,5,0,3,1,3,6,8,0,Detchd,1980,1,506.0,3,3,0,0,0,0,0,10,2008,WD ,11.84939770159144,3970,2214.0,3,2.0
1375,50,RL,80.0,17120,Pave,4,Lvl,4,Inside,3,Feedr,Norm,1Fam,1.5Fin,4,4,1959,Gable,None,0.0,3,CBlock,0,0,0,0,0,GasA,3,Y,5,0,4,1,3,7,6,4,Detchd,1991,3,680.0,3,1,0,59,0,0,0,7,2008,WD ,11.808813773969108,3967,1588.0,5,2.0
1643,20,RL,81.0,13870,Pave,3,HLS,4,Inside,3,PosA,PosA,1Fam,1Story,10,5,2007,Hip,BrkFace,250.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,3,1,5,8,8,4,Attchd,2007,3,724.0,3,3,240,52,0,0,174,10,2007,New,13.028052697933088,4013,3784.0,5,3.0
2453,60,RL,92.0,10120,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,8,5,1994,Hip,BrkFace,391.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,4,1,4,8,8,3,Attchd,1994,2,844.0,3,3,309,78,0,0,0,12,2006,WD ,12.577636201962656,4000,3691.0,5,3.5
2129,60,RL,47.0,10820,Pave,2,Lvl,4,CulDSac,3,Norm,Norm,1Fam,2Story,7,5,1999,Gable,None,0.0,3,PConc,4,3,5,6,1,GasA,5,Y,5,0,3,1,4,7,8,3,Attchd,1999,2,597.0,3,3,202,123,0,0,0,3,2007,WD ,12.36946619243861,4006,2861.0,4,2.5
2640,50,RM,60.0,9600,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,6,8,2004,Gable,None,0.0,3,BrkTil,3,3,1,3,1,GasA,5,Y,5,0,3,1,4,7,8,0,Detchd,1956,1,400.0,3,3,0,24,0,0,0,6,2006,WD ,11.960811288962345,3906,2196.0,1,1.5
2437,60,RL,63.0,8121,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,6,5,2000,Gable,None,0.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,3,7,8,3,Attchd,2000,2,460.0,3,3,100,40,0,0,0,1,2006,WD ,12.05757263721173,4006,2617.0,3,2.5
1123,20,FV,95.0,11639,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,7,5,2008,Gable,None,0.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,4,6,8,0,Attchd,2007,3,480.0,3,3,0,120,0,0,0,12,2008,New,12.111761966058932,4015,2856.0,4,2.0
2398,20,RL,121.0,13758,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,9,5,2006,Gable,BrkFace,430.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,2,1,4,6,8,4,Attchd,2005,2,925.0,3,3,204,49,0,0,0,3,2006,New,12.82771576849868,4011,3584.0,5,3.0
1420,60,RL,67.0,9771,Pave,1,Lvl,4,Corner,3,Norm,Norm,1Fam,2Story,6,5,2002,Gable,BrkFace,190.0,3,PConc,4,3,1,2,1,GasA,5,Y,5,0,4,1,4,9,8,3,BuiltIn,1995,3,614.0,3,3,48,32,0,0,216,6,2008,WD ,12.468436909997665,4003,3891.0,2,3.0
2693,30,RM,50.0,9000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,4,1950,Gable,None,0.0,3,BrkTil,3,3,1,1,1,GasA,5,N,4,0,2,1,4,4,8,0,None,1919,0,0.0,0,1,0,0,0,0,0,9,2006,WD ,11.184421397998193,3925,1429.0,1,1.0
1370,190,RM,60.0,10320,Pave,4,Lvl,4,Inside,3,Norm,Norm,2fmCon,2Story,3,3,1950,Gable,None,0.0,2,PConc,3,2,1,1,1,GasA,5,N,3,0,3,2,3,8,8,0,None,1915,0,0.0,0,1,42,0,204,0,0,5,2008,WD ,11.319037271804808,3923,1880.0,1,2.0
392,80,RL,80.0,10448,Pave,3,Lvl,4,Corner,3,Norm,Norm,1Fam,SLvl,6,6,1972,Gable,BrkFace,333.0,3,CBlock,3,3,1,1,1,GasA,3,Y,5,0,3,1,3,7,8,3,Attchd,1972,2,583.0,3,3,0,104,0,0,0,8,2009,COD,11.970350312009105,3981,2808.0,3,2.5
1351,50,RM,50.0,8635,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,5,5,2001,Gable,None,0.0,3,CBlock,3,3,1,4,6,GasA,3,Y,5,0,2,1,3,6,7,0,Detchd,1948,1,240.0,3,3,0,0,0,0,0,1,2008,WD ,11.751942365440728,3956,1957.0,2,2.0
246,20,RL,83.0,11980,Pave,4,Low,4,Inside,2,Norm,Norm,1Fam,1Story,7,5,1987,Gable,BrkFace,177.0,3,CBlock,4,3,5,6,1,GasA,5,Y,5,0,1,1,4,4,8,3,Attchd,1987,2,528.0,4,3,0,278,0,0,266,6,2010,WD ,12.506177237980511,3997,2866.0,2,2.5
802,50,RL,79.0,12327,Pave,3,Low,4,Inside,2,Norm,Norm,1Fam,1.5Fin,8,8,2009,Gable,None,0.0,3,CBlock,4,3,5,6,1,GasA,5,Y,5,0,1,1,4,5,6,4,BuiltIn,1983,3,612.0,4,3,349,40,0,0,0,9,2009,WD ,12.66539442642905,3992,3628.0,2,2.5
1404,80,RL,124.0,11512,Pave,3,Lvl,4,Corner,3,Norm,Norm,1Fam,SLvl,6,7,2006,Gable,BrkFace,84.0,3,CBlock,3,3,4,5,1,GasA,4,Y,5,0,2,1,5,5,8,4,Basment,1959,2,312.0,3,3,0,0,0,0,163,5,2008,WD ,12.083905011555967,3967,2376.0,1,2.0
803,20,RL,90.0,14684,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,1Fam,1Story,7,7,1991,Hip,BrkFace,234.0,3,CBlock,4,3,3,5,4,GasA,4,Y,5,0,3,1,4,7,8,3,Attchd,1990,2,701.0,3,3,84,70,0,0,0,6,2009,WD ,12.513189630620563,3999,4354.0,2,2.0
1595,160,RM,21.0,2665,Pave,4,Lvl,4,Inside,3,Norm,Norm,TwnhsE,2Story,5,6,1976,Gable,None,0.0,3,PConc,4,3,3,1,1,GasA,3,Y,5,0,3,1,3,4,8,4,BuiltIn,1976,3,336.0,3,3,141,24,0,0,0,6,2008,WD ,11.652687407345388,3984,1568.0,1,1.5
1319,70,RM,50.0,5250,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,8,5,1987,Gable,None,0.0,4,BrkTil,3,2,1,2,1,OthW,2,N,5,205,4,1,3,8,8,0,None,1872,0,0.0,0,3,0,54,20,0,0,12,2008,WD ,11.711776323715394,3880,3042.0,1,2.0
2231,20,RL,70.0,18044,Pave,3,HLS,4,CulDSac,3,Norm,Norm,1Fam,1Story,8,5,1986,Gable,None,0.0,3,CBlock,4,3,1,1,1,GasA,4,Y,5,0,2,1,4,6,8,4,Attchd,1986,3,691.0,4,3,216,64,169,0,0,8,2007,WD ,12.66032791780777,3993,3005.0,4,2.5
2162,60,RL,79.0,9245,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,5,2006,Gable,None,0.0,3,PConc,4,3,4,1,1,GasA,5,Y,5,0,3,1,4,8,8,0,Attchd,2006,2,639.0,3,3,144,53,0,0,0,4,2007,WD ,12.271392111650817,4013,2736.0,4,2.5
2622,20,RL,60.0,7200,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,7,1950,Hip,None,0.0,3,CBlock,0,0,0,0,0,GasA,3,Y,3,0,2,1,3,5,8,0,Detchd,1950,1,625.0,3,3,0,0,0,0,0,6,2006,WD ,11.603679828238693,3956,1040.0,3,1.0
1300,20,RM,50.0,6000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,5,1950,Gable,None,0.0,3,CBlock,3,3,1,5,4,GasA,5,Y,5,0,2,1,3,5,8,0,Detchd,1948,1,250.0,3,3,0,0,0,0,0,4,2008,WD ,11.652687407345388,3956,1578.0,1,1.0
2505,120,FV,34.0,3628,Pave,4,Lvl,4,Inside,3,Norm,Norm,TwnhsE,1Story,7,5,2004,Gable,None,0.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,1,1,4,5,8,4,Attchd,2004,2,588.0,3,3,0,191,0,0,0,5,2006,WD ,12.080509422554828,4010,2286.0,4,1.5
582,20,RL,80.0,9156,Pave,3,Lvl,4,Inside,3,PosN,Norm,1Fam,1Story,6,7,1968,Hip,None,0.0,3,CBlock,3,3,1,1,1,GasA,4,Y,5,0,3,1,4,7,8,4,Attchd,1968,2,462.0,3,3,0,0,0,0,0,8,2009,WD ,12.132156962580005,3977,2978.0,3,2.0
1458,60,RL,73.0,9066,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,8,5,2000,Gable,BrkFace,320.0,3,PConc,4,3,3,6,1,GasA,5,Y,5,0,3,1,4,7,8,3,Attchd,1999,3,660.0,3,3,224,106,0,0,0,12,2008,WD ,12.345834587905333,4007,2856.0,4,2.5
281,20,RL,64.0,6410,Pave,4,HLS,4,Inside,3,Norm,Norm,1Fam,1Story,4,5,1958,Hip,None,0.0,3,CBlock,3,3,1,1,1,GasA,5,Y,5,0,3,1,3,5,8,0,None,1958,0,0.0,0,3,0,0,0,0,0,5,2010,WD ,11.407564949312402,3968,1920.0,1,1.0
2298,85,RL,54.0,7244,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,SFoyer,5,7,1970,Gable,None,0.0,4,CBlock,4,3,4,5,1,GasA,5,Y,5,0,2,1,3,5,8,0,Detchd,1987,1,624.0,3,3,104,0,0,0,0,4,2007,WD ,11.771436160121729,3977,1536.0,3,2.0
2580,20,RL,72.0,10152,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,6,1994,Gable,None,0.0,3,CBlock,3,3,4,4,1,GasA,5,Y,5,0,3,1,3,6,8,3,Attchd,1956,3,353.0,3,3,0,211,180,0,142,5,2006,WD ,11.938193200374572,3962,2248.0,3,2.0
568,160,FV,30.0,3000,Pave,4,Lvl,4,Inside,3,Norm,Norm,TwnhsE,2Story,6,5,2009,Gable,Stone,76.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,2,1,4,4,8,0,Detchd,2009,2,528.0,3,3,0,234,0,0,0,6,2009,New,12.065274916913605,4018,1836.0,4,2.5
1807,20,RL,63.0,7500,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,5,2007,Gable,None,0.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,3,6,8,0,None,2006,0,0.0,0,3,0,136,0,0,0,6,2007,New,11.891361900690473,4013,2200.0,2,1.5
129,50,RL,120.0,17360,Pave,4,Lvl,4,Corner,3,Artery,Norm,1Fam,1.5Fin,6,6,1950,Gable,Stone,340.0,4,CBlock,3,3,1,3,1,GasA,3,Y,5,0,3,1,3,6,8,4,Attchd,1949,1,470.0,3,3,0,0,150,0,0,1,2010,WD ,12.058152515453552,3959,2338.0,3,2.0
2294,80,RL,74.0,15957,Pave,3,Low,4,Corner,2,Norm,Norm,1Fam,SLvl,6,6,1977,Gable,None,0.0,3,PConc,4,3,5,6,1,GasA,3,Y,5,0,3,1,3,6,8,3,Attchd,1977,3,528.0,3,3,1424,0,0,0,0,9,2007,WD ,12.144197241812087,3984,2600.0,3,4.0
1860,20,RL,80.0,9600,Pave,4,Lvl,4,FR2,3,Feedr,Norm,1Fam,1Story,6,8,1976,Gable,None,0.0,3,CBlock,4,3,5,5,1,GasA,5,Y,5,0,3,1,3,6,8,3,Attchd,1976,2,460.0,3,3,298,0,0,0,0,5,2007,WD ,12.109010932687042,3983,2524.0,5,2.5
839,60,RL,43.0,10667,Pave,2,Lvl,4,CulDSac,3,PosN,Norm,1Fam,2Story,7,6,1996,Gable,None,0.0,3,PConc,4,3,4,6,5,GasA,5,Y,5,0,3,1,4,6,8,3,Attchd,1996,2,550.0,3,3,158,61,0,0,0,4,2009,ConLw,12.26434155365415,4005,2460.0,4,3.5
2349,60,RL,81.0,10530,Pave,4,Lvl,4,Inside,3,PosA,Norm,1Fam,2Story,7,5,1978,Gable,BrkFace,68.0,3,CBlock,3,3,1,1,1,GasA,3,Y,5,0,4,1,3,8,8,3,Attchd,1978,2,482.0,3,3,400,105,0,0,0,7,2006,WD ,12.1489730534896,3984,2802.0,3,2.5
1903,20,RL,50.0,5000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,3,3,1950,Gable,None,0.0,2,CBlock,2,2,1,2,1,GasA,2,N,5,0,2,1,4,4,8,0,None,1946,0,0.0,0,1,0,52,0,0,0,4,2007,WD ,11.074420502783864,3953,1332.0,2,1.5
